State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
Hawaii,2019,201908,Live audio/video,All," 1,050 ",3.0,
Hawaii,2019,201908,Other telehealth,All, 17 ,0,
Hawaii,2019,201908,Remote patient monitoring,All, -   ,0,
Hawaii,2019,201908,Store and forward,All, DS ,DS,
Hawaii,2019,201909,Live audio/video,All," 1,074 ",3.1,
Hawaii,2019,201909,Other telehealth,All, DS ,DS,
Hawaii,2019,201909,Remote patient monitoring,All, -   ,0,
Hawaii,2019,201909,Store and forward,All, 15 ,0,
Hawaii,2019,201910,Live audio/video,All," 1,179 ",3.4,
Hawaii,2019,201910,Other telehealth,All, 27 ,0,
Hawaii,2019,201910,Remote patient monitoring,All, -   ,0,
Hawaii,2019,201910,Store and forward,All, 11 ,0,
Hawaii,2019,201911,Live audio/video,All," 1,130 ",3.3,
Hawaii,2019,201911,Other telehealth,All, 20 ,0,
Hawaii,2019,201911,Remote patient monitoring,All, -   ,0,
Hawaii,2019,201911,Store and forward,All, 17 ,0,
Hawaii,2019,201912,Live audio/video,All," 1,139 ",3.3,
Hawaii,2019,201912,Other telehealth,All, 22 ,0,
Hawaii,2019,201912,Remote patient monitoring,All, -   ,0,
Hawaii,2019,201912,Store and forward,All, DS ,DS,
Hawaii,2020,202001,Live audio/video,All," 1,397 ",4.1,
Hawaii,2020,202001,Other telehealth,All, 25 ,0,
Hawaii,2020,202001,Remote patient monitoring,All, 19 ,0,
Hawaii,2020,202001,Store and forward,All, DS ,DS,
Hawaii,2020,202002,Live audio/video,All," 1,373 ",4.0,
Hawaii,2020,202002,Other telehealth,All, 30 ,0,
Hawaii,2020,202002,Remote patient monitoring,All, 26 ,0,
Hawaii,2020,202002,Store and forward,All, 17 ,0,
Hawaii,2020,202003,Live audio/video,All," 10,392 ",30.1,
Hawaii,2020,202003,Other telehealth,All, 677 ,2.0,
Hawaii,2020,202003,Remote patient monitoring,All, 44 ,0,
Hawaii,2020,202003,Store and forward,All, 87 ,0,
Hawaii,2020,202004,Live audio/video,All," 34,963 ",98.8,
Hawaii,2020,202004,Other telehealth,All," 1,000 ",2.8,
Hawaii,2020,202004,Remote patient monitoring,All, 61 ,0,
Hawaii,2020,202004,Store and forward,All, 207 ,0.6,
Hawaii,2020,202005,Live audio/video,All," 33,779 ",93.8,
Hawaii,2020,202005,Other telehealth,All, 399 ,1.1,
Hawaii,2020,202005,Remote patient monitoring,All, 57 ,0,
Hawaii,2020,202005,Store and forward,All, 378 ,1.0,
Hawaii,2020,202006,Live audio/video,All," 31,942 ",87.3,
Hawaii,2020,202006,Other telehealth,All, 374 ,1.0,
Hawaii,2020,202006,Remote patient monitoring,All, 74 ,0,
Hawaii,2020,202006,Store and forward,All, 499 ,1.4,
Hawaii,2020,202007,Live audio/video,All," 33,219 ",89.3,
Hawaii,2020,202007,Other telehealth,All, 248 ,0.7,
Hawaii,2020,202007,Remote patient monitoring,All, 93 ,0,
Hawaii,2020,202007,Store and forward,All, 691 ,1.9,
Hawaii,2020,202008,Live audio/video,All," 37,479 ",99.2,
Hawaii,2020,202008,Other telehealth,All, 298 ,0.8,
Hawaii,2020,202008,Remote patient monitoring,All, 99 ,0,
Hawaii,2020,202008,Store and forward,All, 838 ,2.2,
Hawaii,2020,202009,Live audio/video,All," 42,589 ",111.1,
Hawaii,2020,202009,Other telehealth,All, 238 ,0.6,
Hawaii,2020,202009,Remote patient monitoring,All, 110 ,0,
Hawaii,2020,202009,Store and forward,All," 1,010 ",2.6,
Hawaii,2020,202010,Live audio/video,All," 39,605 ",101.7,
Hawaii,2020,202010,Other telehealth,All, 239 ,0.6,
Hawaii,2020,202010,Remote patient monitoring,All, 126 ,0,
Hawaii,2020,202010,Store and forward,All, 793 ,2.0,
Hawaii,2020,202011,Live audio/video,All," 36,319 ",91.7,
Hawaii,2020,202011,Other telehealth,All, 242 ,0.6,
Hawaii,2020,202011,Remote patient monitoring,All, 127 ,0,
Hawaii,2020,202011,Store and forward,All, 760 ,1.9,
Hawaii,2020,202012,Live audio/video,All," 37,716 ",93.6,
Hawaii,2020,202012,Other telehealth,All, 259 ,0.6,
Hawaii,2020,202012,Remote patient monitoring,All, 127 ,0,
Hawaii,2020,202012,Store and forward,All, 842 ,2.1,
Hawaii,2021,202101,Live audio/video,All," 36,749 ",90.0,
Hawaii,2021,202101,Other telehealth,All, 279 ,0.7,
Hawaii,2021,202101,Remote patient monitoring,All, 119 ,0,
Hawaii,2021,202101,Store and forward,All, 798 ,2.0,
Hawaii,2021,202102,Live audio/video,All," 35,443 ",85.4,
Hawaii,2021,202102,Other telehealth,All, 221 ,0.5,
Hawaii,2021,202102,Remote patient monitoring,All, 121 ,0,
Hawaii,2021,202102,Store and forward,All, 741 ,1.8,
Hawaii,2021,202103,Live audio/video,All," 38,799 ",92.6,
Hawaii,2021,202103,Other telehealth,All, 264 ,0.6,
Hawaii,2021,202103,Remote patient monitoring,All, 116 ,0,
Hawaii,2021,202103,Store and forward,All, 821 ,2.0,
Hawaii,2021,202104,Live audio/video,All," 37,309 ",88.3,
Hawaii,2021,202104,Other telehealth,All, 270 ,0.6,
Hawaii,2021,202104,Remote patient monitoring,All, 115 ,0,
Hawaii,2021,202104,Store and forward,All, 782 ,1.8,
Hawaii,2021,202105,Live audio/video,All," 33,642 ",79.1,
Hawaii,2021,202105,Other telehealth,All, 269 ,0.6,
Hawaii,2021,202105,Remote patient monitoring,All, 82 ,0,
Hawaii,2021,202105,Store and forward,All, 702 ,1.6,
Hawaii,2021,202106,Live audio/video,All," 32,391 ",75.6,
Hawaii,2021,202106,Other telehealth,All, 225 ,0.5,
Hawaii,2021,202106,Remote patient monitoring,All, 70 ,0,
Hawaii,2021,202106,Store and forward,All, 654 ,1.5,
Hawaii,2021,202107,Live audio/video,All," 31,257 ",72.4,
Hawaii,2021,202107,Other telehealth,All, 216 ,0.5,
Hawaii,2021,202107,Remote patient monitoring,All, 46 ,0,
Hawaii,2021,202107,Store and forward,All, 626 ,1.5,
Hawaii,2021,202108,Live audio/video,All," 40,802 ",93.9,
Hawaii,2021,202108,Other telehealth,All, 564 ,1.3,
Hawaii,2021,202108,Remote patient monitoring,All, 64 ,0,
Hawaii,2021,202108,Store and forward,All, 567 ,1.3,
Hawaii,2021,202109,Live audio/video,All," 43,114 ",98.6,
Hawaii,2021,202109,Other telehealth,All, 447 ,1.0,
Hawaii,2021,202109,Remote patient monitoring,All, 60 ,0,
Hawaii,2021,202109,Store and forward,All, 530 ,1.2,
Hawaii,2021,202110,Live audio/video,All," 35,877 ",81.7,
Hawaii,2021,202110,Other telehealth,All, 247 ,0.6,
Hawaii,2021,202110,Remote patient monitoring,All, 86 ,0,
Hawaii,2021,202110,Store and forward,All, 557 ,1.3,
Hawaii,2021,202111,Live audio/video,All," 34,408 ",77.9,
Hawaii,2021,202111,Other telehealth,All, 240 ,0.5,
Hawaii,2021,202111,Remote patient monitoring,All, 94 ,0,
Hawaii,2021,202111,Store and forward,All, 527 ,1.2,
Hawaii,2021,202112,Live audio/video,All," 35,068 ",78.9,
Hawaii,2021,202112,Other telehealth,All, 232 ,0.5,
Hawaii,2021,202112,Remote patient monitoring,All, 112 ,0,
Hawaii,2021,202112,Store and forward,All, 400 ,0.9,
Hawaii,2022,202201,Live audio/video,All," 50,592 ",113.2,
Hawaii,2022,202201,Other telehealth,All, 393 ,0.9,
Hawaii,2022,202201,Remote patient monitoring,All, 147 ,0,
Hawaii,2022,202201,Store and forward,All, 497 ,1.1,
Hawaii,2022,202202,Live audio/video,All," 36,895 ",82.2,
Hawaii,2022,202202,Other telehealth,All, 203 ,0.5,
Hawaii,2022,202202,Remote patient monitoring,All, 124 ,0,
Hawaii,2022,202202,Store and forward,All, 434 ,1.0,
Hawaii,2022,202203,Live audio/video,All," 38,314 ",84.9,
Hawaii,2022,202203,Other telehealth,All, 208 ,0.5,
Hawaii,2022,202203,Remote patient monitoring,All, 234 ,0.5,
Hawaii,2022,202203,Store and forward,All, 454 ,1.0,
Hawaii,2022,202204,Live audio/video,All," 36,293 ",80.1,
Hawaii,2022,202204,Other telehealth,All, 197 ,0,
Hawaii,2022,202204,Remote patient monitoring,All, 235 ,0.5,
Hawaii,2022,202204,Store and forward,All, 415 ,0.9,
Hawaii,2022,202205,Live audio/video,All," 37,448 ",82.3,
Hawaii,2022,202205,Other telehealth,All, 219 ,0.5,
Hawaii,2022,202205,Remote patient monitoring,All, 240 ,0.5,
Hawaii,2022,202205,Store and forward,All, 312 ,0.7,
Hawaii,2022,202206,Live audio/video,All," 36,232 ",79.3,
Hawaii,2022,202206,Other telehealth,All, 123 ,0,
Hawaii,2022,202206,Remote patient monitoring,All, 334 ,0.7,
Hawaii,2022,202206,Store and forward,All, 362 ,0.8,
Hawaii,2022,202207,Live audio/video,All," 31,790 ",69.2,
Hawaii,2022,202207,Other telehealth,All, 107 ,0,
Hawaii,2022,202207,Remote patient monitoring,All, 293 ,0.6,
Hawaii,2022,202207,Store and forward,All, 317 ,0.7,
Hawaii,2022,202208,Live audio/video,All," 37,669 ",81.6,
Hawaii,2022,202208,Other telehealth,All, 127 ,0,
Hawaii,2022,202208,Remote patient monitoring,All, 208 ,0.5,
Hawaii,2022,202208,Store and forward,All, 336 ,0.7,
Hawaii,2022,202209,Live audio/video,All," 34,984 ",75.4,
Hawaii,2022,202209,Other telehealth,All, 137 ,0,
Hawaii,2022,202209,Remote patient monitoring,All, 217 ,0.5,
Hawaii,2022,202209,Store and forward,All, 310 ,0.7,
Hawaii,2022,202210,Live audio/video,All," 33,557 ",72.2,
Hawaii,2022,202210,Other telehealth,All, 116 ,0,
Hawaii,2022,202210,Remote patient monitoring,All, 172 ,0,
Hawaii,2022,202210,Store and forward,All, 280 ,0.6,
Hawaii,2022,202211,Live audio/video,All," 32,073 ",68.7,
Hawaii,2022,202211,Other telehealth,All, 144 ,0,
Hawaii,2022,202211,Remote patient monitoring,All, 210 ,0.5,
Hawaii,2022,202211,Store and forward,All, 305 ,0.7,
Hawaii,2022,202212,Live audio/video,All," 29,886 ",63.7,
Hawaii,2022,202212,Other telehealth,All, 111 ,0,
Hawaii,2022,202212,Remote patient monitoring,All, 226 ,0.5,
Hawaii,2022,202212,Store and forward,All, 254 ,0.5,
Idaho,2018,201801,Live audio/video,All, 440 ,1.4,
Idaho,2018,201801,Other telehealth,All, -   ,0,
Idaho,2018,201801,Remote patient monitoring,All, -   ,0,
Idaho,2018,201801,Store and forward,All, -   ,0,
Idaho,2018,201802,Live audio/video,All, 414 ,1.3,
Idaho,2018,201802,Other telehealth,All, -   ,0,
Idaho,2018,201802,Remote patient monitoring,All, -   ,0,
Idaho,2018,201802,Store and forward,All, -   ,0,
Idaho,2018,201803,Live audio/video,All, 418 ,1.4,
Idaho,2018,201803,Other telehealth,All, -   ,0,
Idaho,2018,201803,Remote patient monitoring,All, -   ,0,
Idaho,2018,201803,Store and forward,All, -   ,0,
Idaho,2018,201804,Live audio/video,All, 441 ,1.5,
Idaho,2018,201804,Other telehealth,All, -   ,0,
Idaho,2018,201804,Remote patient monitoring,All, -   ,0,
Idaho,2018,201804,Store and forward,All, -   ,0,
Idaho,2018,201805,Live audio/video,All, 395 ,1.3,
Idaho,2018,201805,Other telehealth,All, -   ,0,
Idaho,2018,201805,Remote patient monitoring,All, -   ,0,
Idaho,2018,201805,Store and forward,All, -   ,0,
Idaho,2018,201806,Live audio/video,All, 259 ,0.9,
Idaho,2018,201806,Other telehealth,All, -   ,0,
Idaho,2018,201806,Remote patient monitoring,All, -   ,0,
Idaho,2018,201806,Store and forward,All, -   ,0,
Idaho,2018,201807,Live audio/video,All, 173 ,0.6,
Idaho,2018,201807,Other telehealth,All, -   ,0,
Idaho,2018,201807,Remote patient monitoring,All, -   ,0,
Idaho,2018,201807,Store and forward,All, -   ,0,
Idaho,2018,201808,Live audio/video,All, 251 ,0.8,
Idaho,2018,201808,Other telehealth,All, -   ,0,
Idaho,2018,201808,Remote patient monitoring,All, -   ,0,
Idaho,2018,201808,Store and forward,All, -   ,0,
Idaho,2018,201809,Live audio/video,All, 526 ,1.7,
Idaho,2018,201809,Other telehealth,All, -   ,0,
Idaho,2018,201809,Remote patient monitoring,All, -   ,0,
Idaho,2018,201809,Store and forward,All, -   ,0,
Idaho,2018,201810,Live audio/video,All, 623 ,2.0,
Idaho,2018,201810,Other telehealth,All, -   ,0,
Idaho,2018,201810,Remote patient monitoring,All, -   ,0,
Idaho,2018,201810,Store and forward,All, -   ,0,
Idaho,2018,201811,Live audio/video,All, 670 ,2.2,
Idaho,2018,201811,Other telehealth,All, DS ,DS,
Idaho,2018,201811,Remote patient monitoring,All, -   ,0,
Idaho,2018,201811,Store and forward,All, -   ,0,
Idaho,2018,201812,Live audio/video,All, 596 ,1.9,
Idaho,2018,201812,Other telehealth,All, -   ,0,
Idaho,2018,201812,Remote patient monitoring,All, -   ,0,
Idaho,2018,201812,Store and forward,All, -   ,0,
Idaho,2019,201901,Live audio/video,All, 686 ,2.3,
Idaho,2019,201901,Other telehealth,All, -   ,0,
Idaho,2019,201901,Remote patient monitoring,All, -   ,0,
Idaho,2019,201901,Store and forward,All, DS ,DS,
Idaho,2019,201902,Live audio/video,All, 716 ,2.4,
Idaho,2019,201902,Other telehealth,All, DS ,DS,
Idaho,2019,201902,Remote patient monitoring,All, -   ,0,
Idaho,2019,201902,Store and forward,All, DS ,DS,
Idaho,2019,201903,Live audio/video,All, 713 ,2.4,
Idaho,2019,201903,Other telehealth,All, -   ,0,
Idaho,2019,201903,Remote patient monitoring,All, -   ,0,
Idaho,2019,201903,Store and forward,All, DS ,DS,
Idaho,2019,201904,Live audio/video,All, 782 ,2.6,
Idaho,2019,201904,Other telehealth,All, DS ,DS,
Idaho,2019,201904,Remote patient monitoring,All, -   ,0,
Idaho,2019,201904,Store and forward,All, DS ,DS,
Idaho,2019,201905,Live audio/video,All, 563 ,1.9,
Idaho,2019,201905,Other telehealth,All, -   ,0,
Idaho,2019,201905,Remote patient monitoring,All, -   ,0,
Idaho,2019,201905,Store and forward,All, -   ,0,
Idaho,2019,201906,Live audio/video,All, 318 ,1.1,
Idaho,2019,201906,Other telehealth,All, -   ,0,
Idaho,2019,201906,Remote patient monitoring,All, -   ,0,
Idaho,2019,201906,Store and forward,All, DS ,DS,
Idaho,2019,201907,Live audio/video,All, 296 ,1.0,
Idaho,2019,201907,Other telehealth,All, -   ,0,
Idaho,2019,201907,Remote patient monitoring,All, -   ,0,
Idaho,2019,201907,Store and forward,All, DS ,DS,
Idaho,2019,201908,Live audio/video,All, 337 ,1.2,
Idaho,2019,201908,Other telehealth,All, -   ,0,
Idaho,2019,201908,Remote patient monitoring,All, -   ,0,
Idaho,2019,201908,Store and forward,All, -   ,0,
Idaho,2019,201909,Live audio/video,All, 669 ,2.3,
Idaho,2019,201909,Other telehealth,All, DS ,DS,
Idaho,2019,201909,Remote patient monitoring,All, -   ,0,
Idaho,2019,201909,Store and forward,All, -   ,0,
Idaho,2019,201910,Live audio/video,All, 803 ,2.7,
Idaho,2019,201910,Other telehealth,All, DS ,DS,
Idaho,2019,201910,Remote patient monitoring,All, -   ,0,
Idaho,2019,201910,Store and forward,All, -   ,0,
Idaho,2019,201911,Live audio/video,All, 822 ,2.8,
Idaho,2019,201911,Other telehealth,All, DS ,DS,
Idaho,2019,201911,Remote patient monitoring,All, -   ,0,
Idaho,2019,201911,Store and forward,All, -   ,0,
Idaho,2019,201912,Live audio/video,All, 789 ,2.7,
Idaho,2019,201912,Other telehealth,All, DS ,DS,
Idaho,2019,201912,Remote patient monitoring,All, -   ,0,
Idaho,2019,201912,Store and forward,All, -   ,0,
Idaho,2020,202001,Live audio/video,All, 981 ,2.9,
Idaho,2020,202001,Other telehealth,All, -   ,0,
Idaho,2020,202001,Remote patient monitoring,All, -   ,0,
Idaho,2020,202001,Store and forward,All, DS ,DS,
Idaho,2020,202002,Live audio/video,All," 1,151 ",3.3,
Idaho,2020,202002,Other telehealth,All, DS ,DS,
Idaho,2020,202002,Remote patient monitoring,All, -   ,0,
Idaho,2020,202002,Store and forward,All, -   ,0,
Idaho,2020,202003,Live audio/video,All," 21,291 ",60.0,
Idaho,2020,202003,Other telehealth,All, 99 ,0,
Idaho,2020,202003,Remote patient monitoring,All, -   ,0,
Idaho,2020,202003,Store and forward,All, 20 ,0,
Idaho,2020,202004,Live audio/video,All," 95,099 ",262.8,
Idaho,2020,202004,Other telehealth,All, 108 ,0,
Idaho,2020,202004,Remote patient monitoring,All, DS ,DS,
Idaho,2020,202004,Store and forward,All, 42 ,0,
Idaho,2020,202005,Live audio/video,All," 72,077 ",196.3,
Idaho,2020,202005,Other telehealth,All, DS ,DS,
Idaho,2020,202005,Remote patient monitoring,All, -   ,0,
Idaho,2020,202005,Store and forward,All, 24 ,0,
Idaho,2020,202006,Live audio/video,All," 55,572 ",149.3,
Idaho,2020,202006,Other telehealth,All, DS ,DS,
Idaho,2020,202006,Remote patient monitoring,All, DS ,DS,
Idaho,2020,202006,Store and forward,All, 37 ,0,
Idaho,2020,202007,Live audio/video,All," 65,175 ",172.5,
Idaho,2020,202007,Other telehealth,All, DS ,DS,
Idaho,2020,202007,Remote patient monitoring,All, DS ,DS,
Idaho,2020,202007,Store and forward,All, 42 ,0,
Idaho,2020,202008,Live audio/video,All," 60,182 ",156.8,
Idaho,2020,202008,Other telehealth,All, 14 ,0,
Idaho,2020,202008,Remote patient monitoring,All, DS ,DS,
Idaho,2020,202008,Store and forward,All, 540 ,1.4,
Idaho,2020,202009,Live audio/video,All," 57,430 ",147.5,
Idaho,2020,202009,Other telehealth,All, 15 ,0,
Idaho,2020,202009,Remote patient monitoring,All, DS ,DS,
Idaho,2020,202009,Store and forward,All," 1,231 ",3.2,
Idaho,2020,202010,Live audio/video,All," 39,908 ",101.3,
Idaho,2020,202010,Other telehealth,All, DS ,DS,
Idaho,2020,202010,Remote patient monitoring,All, DS ,DS,
Idaho,2020,202010,Store and forward,All," 1,307 ",3.3,
Idaho,2020,202011,Live audio/video,All," 25,763 ",64.5,
Idaho,2020,202011,Other telehealth,All, 12 ,0,
Idaho,2020,202011,Remote patient monitoring,All, DS ,DS,
Idaho,2020,202011,Store and forward,All," 1,389 ",3.5,
Idaho,2020,202012,Live audio/video,All," 28,920 ",71.7,
Idaho,2020,202012,Other telehealth,All, DS ,DS,
Idaho,2020,202012,Remote patient monitoring,All, 19 ,0,
Idaho,2020,202012,Store and forward,All," 1,530 ",3.8,
Idaho,2021,202101,Live audio/video,All," 26,117 ",63.5,
Idaho,2021,202101,Other telehealth,All, 11 ,0,
Idaho,2021,202101,Remote patient monitoring,All, 36 ,0,
Idaho,2021,202101,Store and forward,All," 1,347 ",3.3,
Idaho,2021,202102,Live audio/video,All," 23,081 ",55.7,
Idaho,2021,202102,Other telehealth,All, DS ,DS,
Idaho,2021,202102,Remote patient monitoring,All, 31 ,0,
Idaho,2021,202102,Store and forward,All," 1,249 ",3.0,
Idaho,2021,202103,Live audio/video,All," 21,109 ",50.4,
Idaho,2021,202103,Other telehealth,All, DS ,DS,
Idaho,2021,202103,Remote patient monitoring,All, 30 ,0,
Idaho,2021,202103,Store and forward,All," 1,222 ",2.9,
Idaho,2021,202104,Live audio/video,All," 19,116 ",45.2,
Idaho,2021,202104,Other telehealth,All, DS ,DS,
Idaho,2021,202104,Remote patient monitoring,All, 37 ,0,
Idaho,2021,202104,Store and forward,All, 884 ,2.1,
Idaho,2021,202105,Live audio/video,All," 15,968 ",37.5,
Idaho,2021,202105,Other telehealth,All, -   ,0,
Idaho,2021,202105,Remote patient monitoring,All, 43 ,0,
Idaho,2021,202105,Store and forward,All, 631 ,1.5,
Idaho,2021,202106,Live audio/video,All," 12,796 ",29.9,
Idaho,2021,202106,Other telehealth,All, DS ,DS,
Idaho,2021,202106,Remote patient monitoring,All, 50 ,0,
Idaho,2021,202106,Store and forward,All, 564 ,1.3,
Idaho,2021,202107,Live audio/video,All," 11,665 ",27.1,
Idaho,2021,202107,Other telehealth,All, DS ,DS,
Idaho,2021,202107,Remote patient monitoring,All, 70 ,0,
Idaho,2021,202107,Store and forward,All, 545 ,1.3,
Idaho,2021,202108,Live audio/video,All," 13,183 ",30.4,
Idaho,2021,202108,Other telehealth,All, DS ,DS,
Idaho,2021,202108,Remote patient monitoring,All, 63 ,0,
Idaho,2021,202108,Store and forward,All, 534 ,1.2,
Idaho,2021,202109,Live audio/video,All," 15,845 ",36.3,
Idaho,2021,202109,Other telehealth,All, DS ,DS,
Idaho,2021,202109,Remote patient monitoring,All, 58 ,0,
Idaho,2021,202109,Store and forward,All, 514 ,1.2,
Idaho,2021,202110,Live audio/video,All," 16,448 ",37.4,
Idaho,2021,202110,Other telehealth,All, DS ,DS,
Idaho,2021,202110,Remote patient monitoring,All, 177 ,0,
Idaho,2021,202110,Store and forward,All, 535 ,1.2,
Idaho,2021,202111,Live audio/video,All," 16,055 ",36.2,
Idaho,2021,202111,Other telehealth,All, DS ,DS,
Idaho,2021,202111,Remote patient monitoring,All, 168 ,0,
Idaho,2021,202111,Store and forward,All, 565 ,1.3,
Idaho,2021,202112,Live audio/video,All," 15,440 ",34.6,
Idaho,2021,202112,Other telehealth,All, DS ,DS,
Idaho,2021,202112,Remote patient monitoring,All, 125 ,0,
Idaho,2021,202112,Store and forward,All, 525 ,1.2,
Idaho,2022,202201,Live audio/video,All," 40,432 ",89.7,
Idaho,2022,202201,Other telehealth,All, DS ,DS,
Idaho,2022,202201,Remote patient monitoring,All, 115 ,0,
Idaho,2022,202201,Store and forward,All, 514 ,1.1,
Idaho,2022,202202,Live audio/video,All," 32,559 ",72.1,
Idaho,2022,202202,Other telehealth,All, DS ,DS,
Idaho,2022,202202,Remote patient monitoring,All, 96 ,0,
Idaho,2022,202202,Store and forward,All, 445 ,1.0,
Idaho,2022,202203,Live audio/video,All," 28,331 ",62.4,
Idaho,2022,202203,Other telehealth,All, DS ,DS,
Idaho,2022,202203,Remote patient monitoring,All, 124 ,0,
Idaho,2022,202203,Store and forward,All, 445 ,1.0,
Idaho,2022,202204,Live audio/video,All," 23,929 ",52.4,
Idaho,2022,202204,Other telehealth,All, DS ,DS,
Idaho,2022,202204,Remote patient monitoring,All, 115 ,0,
Idaho,2022,202204,Store and forward,All, 392 ,0.9,
Idaho,2022,202205,Live audio/video,All," 24,190 ",52.7,
Idaho,2022,202205,Other telehealth,All, DS ,DS,
Idaho,2022,202205,Remote patient monitoring,All, 152 ,0,
Idaho,2022,202205,Store and forward,All, 352 ,0.8,
Idaho,2022,202206,Live audio/video,All," 20,660 ",44.7,
Idaho,2022,202206,Other telehealth,All, DS ,DS,
Idaho,2022,202206,Remote patient monitoring,All, 88 ,0,
Idaho,2022,202206,Store and forward,All, 412 ,0.9,
Idaho,2022,202207,Live audio/video,All," 17,240 ",37.1,
Idaho,2022,202207,Other telehealth,All, DS ,DS,
Idaho,2022,202207,Remote patient monitoring,All, 90 ,0,
Idaho,2022,202207,Store and forward,All, 344 ,0.7,
Idaho,2022,202208,Live audio/video,All," 17,687 ",37.8,
Idaho,2022,202208,Other telehealth,All, -   ,0,
Idaho,2022,202208,Remote patient monitoring,All, 93 ,0,
Idaho,2022,202208,Store and forward,All, 392 ,0.8,
Idaho,2022,202209,Live audio/video,All," 19,228 ",40.9,
Idaho,2022,202209,Other telehealth,All, DS ,DS,
Idaho,2022,202209,Remote patient monitoring,All, 100 ,0,
Idaho,2022,202209,Store and forward,All, 324 ,0.7,
Idaho,2022,202210,Live audio/video,All," 22,280 ",47.0,
Idaho,2022,202210,Other telehealth,All, DS ,DS,
Idaho,2022,202210,Remote patient monitoring,All, 107 ,0,
Idaho,2022,202210,Store and forward,All, 307 ,0.6,
Idaho,2022,202211,Live audio/video,All," 24,606 ",51.6,
Idaho,2022,202211,Other telehealth,All, DS ,DS,
Idaho,2022,202211,Remote patient monitoring,All, 128 ,0,
Idaho,2022,202211,Store and forward,All, 403 ,0.8,
Idaho,2022,202212,Live audio/video,All," 20,403 ",42.5,
Idaho,2022,202212,Other telehealth,All, -   ,0,
Idaho,2022,202212,Remote patient monitoring,All, 94 ,0,
Idaho,2022,202212,Store and forward,All, 407 ,0.8,
Illinois,2018,201801,Live audio/video,All, 870 ,0,
Illinois,2018,201801,Other telehealth,All, DS ,DS,
Illinois,2018,201801,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201801,Store and forward,All, DS ,DS,
Illinois,2018,201802,Live audio/video,All, 820 ,0,
Illinois,2018,201802,Other telehealth,All, DS ,DS,
Illinois,2018,201802,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201802,Store and forward,All, DS ,DS,
Illinois,2018,201803,Live audio/video,All, 876 ,0,
Illinois,2018,201803,Other telehealth,All, -   ,0,
Illinois,2018,201803,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201803,Store and forward,All, DS ,DS,
Illinois,2018,201804,Live audio/video,All, 919 ,0,
Illinois,2018,201804,Other telehealth,All, DS ,DS,
Illinois,2018,201804,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201804,Store and forward,All, DS ,DS,
Illinois,2018,201805,Live audio/video,All, 928 ,0,
Illinois,2018,201805,Other telehealth,All, DS ,DS,
Illinois,2018,201805,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201805,Store and forward,All, DS ,DS,
Illinois,2018,201806,Live audio/video,All, 804 ,0,
Illinois,2018,201806,Other telehealth,All, DS ,DS,
Illinois,2018,201806,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201806,Store and forward,All, DS ,DS,
Illinois,2018,201807,Live audio/video,All, 861 ,0,
Illinois,2018,201807,Other telehealth,All, -   ,0,
Illinois,2018,201807,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201807,Store and forward,All, -   ,0,
Illinois,2018,201808,Live audio/video,All," 1,018 ",0,
Illinois,2018,201808,Other telehealth,All, DS ,DS,
Illinois,2018,201808,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201808,Store and forward,All, DS ,DS,
Illinois,2018,201809,Live audio/video,All, 883 ,0,
Illinois,2018,201809,Other telehealth,All, DS ,DS,
Illinois,2018,201809,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201809,Store and forward,All, DS ,DS,
Illinois,2018,201810,Live audio/video,All," 1,056 ",0,
Illinois,2018,201810,Other telehealth,All, -   ,0,
Illinois,2018,201810,Remote patient monitoring,All, -   ,0,
Illinois,2018,201810,Store and forward,All, DS ,DS,
Illinois,2018,201811,Live audio/video,All, 936 ,0,
Illinois,2018,201811,Other telehealth,All, DS ,DS,
Illinois,2018,201811,Remote patient monitoring,All, -   ,0,
Illinois,2018,201811,Store and forward,All, DS ,DS,
Illinois,2018,201812,Live audio/video,All, 912 ,0,
Illinois,2018,201812,Other telehealth,All, DS ,DS,
Illinois,2018,201812,Remote patient monitoring,All, DS ,DS,
Illinois,2018,201812,Store and forward,All, -   ,0,
Illinois,2019,201901,Live audio/video,All," 1,052 ",0,
Illinois,2019,201901,Other telehealth,All, DS ,DS,
Illinois,2019,201901,Remote patient monitoring,All, DS ,DS,
Illinois,2019,201901,Store and forward,All, -   ,0,
Illinois,2019,201902,Live audio/video,All," 1,092 ",0,
Illinois,2019,201902,Other telehealth,All, 11 ,0,
Illinois,2019,201902,Remote patient monitoring,All, DS ,DS,
Illinois,2019,201902,Store and forward,All, -   ,0,
Illinois,2019,201903,Live audio/video,All," 1,046 ",0,
Illinois,2019,201903,Other telehealth,All, 16 ,0,
Illinois,2019,201903,Remote patient monitoring,All, DS ,DS,
Illinois,2019,201903,Store and forward,All, DS ,DS,
Illinois,2019,201904,Live audio/video,All," 1,270 ",0,
Illinois,2019,201904,Other telehealth,All, DS ,DS,
